تاريخ البيع,إسم المنتج,صنف المنتج,المدينة,السعر (رس),الكمية المباعة,السعر الإجمالي (رس)
2023-09-17,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,جدة,138.11,8,12729.84
2023-09-22,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,الرياض,250.22,20,7335.3099999999995
2023-09-19,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,393.34,44,16176.929999999998
2023-09-22,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,خميس مشيط,178.5,14,9452.55
2023-09-15,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,231.9,72,918.16
2023-09-20,توزيعات شنطة الأناقة,هدايا,خميس مشيط,413.16,23,7872.64
2023-09-20,فستان اليوم الوطني السعودي 93,ملابس,الرياض,315.05,89,19759.44
2023-09-19,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,خميس مشيط,336.88,76,21682.8
2023-09-17,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,خميس مشيط,413.54,21,4809.12
2023-09-20,جاكيت اطفال اليوم الوطني,ملابس,جدة,482.73,32,934.02
2023-09-19,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,الدمام,255.33,89,1340.16
2023-09-15,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,الدمام,167.68,11,4591.469999999999
2023-09-20,سديري ولادي اليوم الوطني 93,ملابس,جدة,50.84,52,6492.900000000001
2023-09-17,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,الرياض,447.05,83,3632.1600000000003
2023-09-15,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,الدمام,311.67,70,42722.0
2023-09-17,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,جدة,143.64,48,24307.2
2023-09-19,دقلة اليوم الوطني (اسود),ملابس,الدمام,365.73,22,6030.22
2023-09-20,شال نسائي اليوم الوطني,ملابس,خميس مشيط,62.59,45,838.74
2023-09-16,مجموعة 12 كرت حامل,هدايا,جدة,56.79,92,5822.18
2023-09-20,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الرياض,154.14,46,19499.4
2023-09-19,بشت اليوم الوطني السعودي 93,ملابس,الدمام,321.77,27,13426.84
2023-09-21,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,الدمام,309.78,49,10156.6
2023-09-16,بشت اليوم الوطني مع اضافه الاسم,ملابس,خميس مشيط,453.84,2,2917.6
2023-09-15,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الرياض,210.59,3,8451.18
2023-09-17,جاكيت اطفال اليوم الوطني,ملابس,الرياض,491.54,38,5163.68
2023-09-20,بشت اليوم الوطني,ملابس,الدمام,400.92,29,10775.0
2023-09-16,شال نسائي اليوم الوطني,ملابس,الرياض,213.23,39,4081.2
2023-09-22,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,خميس مشيط,229.26,43,105.0
2023-09-17,بربتوز ولادي اليوم الوطني 93,ملابس,جدة,239.83,56,16161.199999999999
2023-09-22,بروش علم السعودية - ( معدن ),هدايا,خميس مشيط,155.05,39,1191.1499999999999
2023-09-21,عقال رجالي مقصب,ملابس,خميس مشيط,61.77,40,7267.66
2023-09-18,دقلة اليوم الوطني,ملابس,جدة,325.24,21,7282.22
2023-09-22,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,جدة,444.58,60,10878.3
2023-09-19,بشت اليوم الوطني مع اضافه الاسم,ملابس,الدمام,381.99,95,28183.399999999998
2023-09-18,تيشرت نحلم ونحقق,ملابس,خميس مشيط,60.1,71,3834.9900000000002
2023-09-17,سديري ولادي اليوم الوطني 93,ملابس,جدة,169.03,26,13431.75
2023-09-19,دقلة اليوم الوطني (اسود),ملابس,الرياض,355.33,1,31493.52
2023-09-18,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,الرياض,281.54,24,14980.67
2023-09-20,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,جدة,467.25,9,28835.000000000004
2023-09-19,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,الرياض,194.79,87,31127.0
2023-09-20,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,جدة,274.02,42,8838.539999999999
2023-09-16,سديري الهوية الوطنية,ملابس,جدة,386.31,95,4355.9
2023-09-18,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الرياض,314.61,33,11890.050000000001
2023-09-21,بشت اليوم الوطني بالاسم,ملابس,الدمام,164.12,41,16975.75
2023-09-18,تيشرت نحلم ونحقق,ملابس,جدة,149.31,56,32921.68
2023-09-15,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الرياض,204.32,78,7968.75
2023-09-16,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,خميس مشيط,295.64,11,9407.4
2023-09-16,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الرياض,359.82,74,2552.52
2023-09-18,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,خميس مشيط,151.45,83,1624.09
2023-09-15,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,الدمام,180.83,14,6270.5
2023-09-15,سديري ولادي اليوم الوطني 93,ملابس,جدة,260.36,93,8798.880000000001
2023-09-17,بشت اليوم الوطني بالاسم,ملابس,الدمام,89.03,88,10906.2
2023-09-22,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الرياض,169.98,53,15378.949999999999
2023-09-20,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,جدة,79.59,20,3587.0800000000004
2023-09-18,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الرياض,450.41,93,563.74
2023-09-22,بشت اليوم الوطني,ملابس,خميس مشيط,393.81,94,6985.23
2023-09-22,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,جدة,425.22,88,3574.5499999999997
2023-09-20,سديري الهوية الوطنية,ملابس,الدمام,54.0,23,5953.3
2023-09-20,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,جدة,186.36,40,13460.710000000001
2023-09-19,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,الرياض,401.48,16,10643.820000000002
2023-09-16,شال اليوم الوطني (هيا لنا دار),ملابس,الرياض,281.4,39,34822.060000000005
2023-09-19,بكج توزيعات نحلم ونحقق,هدايا,الدمام,337.53,66,20319.72
2023-09-22,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,جدة,196.18,59,12693.15
2023-09-18,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,الدمام,283.42,96,9590.0
2023-09-18,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,جدة,143.63,46,3452.9
2023-09-22,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,خميس مشيط,447.58,99,16326.25
2023-09-18,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,خميس مشيط,213.74,89,1825.08
2023-09-21,بشت اليوم الوطني بالاسم,ملابس,خميس مشيط,477.57,75,17824.5
2023-09-16,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,الدمام,192.93,79,20336.82
2023-09-21,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,348.5,71,11665.800000000001
2023-09-20,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,400.14,79,8364.22
2023-09-17,دقله اليوم الوطني السعودي 93,ملابس,الرياض,482.1,84,24164.8
2023-09-17,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,جدة,349.65,87,25638.81
2023-09-20,دقلة اليوم الوطني,ملابس,الرياض,65.63,2,7484.4
2023-09-21,سديري الهوية الوطنية,ملابس,خميس مشيط,63.14,71,14199.300000000001
2023-09-21,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,108.88,9,1715.6999999999998
2023-09-19,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,232.46,90,29493.87
2023-09-21,بشت اليوم الوطني مع اضافه الاسم,ملابس,جدة,369.9,71,40581.33
2023-09-21,دقلة اليوم الوطني,ملابس,خميس مشيط,304.82,64,35856.96
2023-09-20,عقال مقصب,ملابس,الرياض,326.75,76,11345.980000000001
2023-09-18,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الدمام,253.47,61,1351.2
2023-09-21,دقله اليوم الوطني السعودي 93,ملابس,الدمام,67.13,26,5520.0
2023-09-15,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الرياض,187.31,62,770.4200000000001
2023-09-22,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,خميس مشيط,346.41,86,32975.560000000005
2023-09-20,بشت اليوم الوطني بالاسم,ملابس,جدة,197.32,56,659.9
2023-09-18,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الرياض,252.24,53,6345.599999999999
2023-09-15,تيشرت نحلم ونحقق,ملابس,الرياض,492.11,59,34241.04
2023-09-19,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,جدة,172.76,91,22446.600000000002
2023-09-16,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,جدة,143.48,10,3931.84
2023-09-17,بشت اليوم الوطني مع اضافه الاسم,ملابس,جدة,412.19,14,6034.2
2023-09-17,عقال رجالي مقصب,ملابس,خميس مشيط,325.39,54,8049.599999999999
2023-09-17,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الرياض,402.75,71,31855.6
2023-09-18,بشت اليوم الوطني السعودي 93,ملابس,الرياض,190.74,14,7595.06
2023-09-21,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,287.95,17,1476.1599999999999
2023-09-19,دقله اليوم الوطني السعودي 93,ملابس,الرياض,230.48,20,6276.01
2023-09-20,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الرياض,463.17,72,47704.0
2023-09-17,سديري الهوية الوطنية,ملابس,خميس مشيط,195.01,30,13503.84
2023-09-17,دقلة اليوم الوطني,ملابس,خميس مشيط,88.43,12,499.05
2023-09-17,سديري اليوم الوطني بالاسم,ملابس,الدمام,317.37,63,16210.0
2023-09-16,سديري الهوية الوطنية,ملابس,الرياض,357.51,86,38573.76
2023-09-15,عقال رجالي مقصب,ملابس,الدمام,52.82,51,25156.199999999997
2023-09-18,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,جدة,361.62,84,38078.88
2023-09-16,شال اليوم الوطني (هيا لنا دار),ملابس,الدمام,222.49,50,33930.82
2023-09-16,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,الدمام,96.92,45,25460.24
2023-09-22,بروش سيفين ونخلة - ( معدن ),هدايا,خميس مشيط,254.94,84,489.44
2023-09-18,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,490.69,19,24624.75
2023-09-21,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,جدة,453.69,26,18888.36
2023-09-19,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,جدة,430.63,4,1939.9499999999998
2023-09-16,سديري ولادي اليوم الوطني 93,ملابس,خميس مشيط,207.76,68,374.52
2023-09-15,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,112.57,20,4150.96
2023-09-16,سديري الهوية الوطنية,ملابس,خميس مشيط,349.81,61,23256.34
2023-09-20,توزيعات شنطة الأناقة,هدايا,خميس مشيط,80.37,78,7565.849999999999
2023-09-17,عقال مقصب,ملابس,الرياض,408.1,52,2516.3999999999996
2023-09-19,بشت اليوم الوطني مع اضافه الاسم,ملابس,خميس مشيط,177.69,36,22940.739999999998
2023-09-15,تيشرت نحلم ونحقق,ملابس,الدمام,292.37,77,873.74
2023-09-22,بشت اليوم الوطني مزخرف,ملابس,جدة,264.46,45,30910.160000000003
2023-09-21,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الدمام,404.91,66,268.93
2023-09-20,دقله اليوم الوطني السعودي 93,ملابس,جدة,230.8,74,9558.23
2023-09-18,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,الدمام,136.72,67,9180.029999999999
2023-09-17,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,جدة,211.19,4,27606.86
2023-09-21,بربتوز ولادي اليوم الوطني 93,ملابس,خميس مشيط,189.88,77,10850.07
2023-09-18,سديري الهوية الوطنية,ملابس,جدة,147.03,34,3613.69
2023-09-16,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الدمام,374.29,19,11191.830000000002
2023-09-22,توزيعات شنطة الأناقة,هدايا,الدمام,421.8,20,7178.6900000000005
2023-09-19,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,خميس مشيط,390.56,14,5416.48
2023-09-16,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,الرياض,283.74,29,5881.92
2023-09-18,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,جدة,130.99,70,8811.44
2023-09-17,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,خميس مشيط,354.32,42,38285.48
2023-09-19,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,جدة,209.12,58,25572.399999999998
2023-09-17,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,238.63,75,4985.28
2023-09-17,سديري ولادي اليوم الوطني 93,ملابس,خميس مشيط,73.36,74,17108.7
2023-09-15,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,خميس مشيط,286.29,62,11767.26
2023-09-20,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,315.79,79,31521.36
2023-09-22,سديري ولادي اليوم الوطني 93,ملابس,خميس مشيط,251.46,15,8177.400000000001
2023-09-18,سديري ولادي اليوم الوطني 93,ملابس,خميس مشيط,429.86,79,5091.75
2023-09-19,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,جدة,485.92,63,14432.519999999999
2023-09-22,دقله اليوم الوطني السعودي 93,ملابس,خميس مشيط,362.66,76,7845.07
2023-09-18,شال نسائي اليوم الوطني,ملابس,جدة,239.48,19,4868.4
2023-09-17,سديري ولادي اليوم الوطني 93,ملابس,خميس مشيط,402.11,96,10611.2
2023-09-21,دقله اليوم الوطني السعودي 93,ملابس,جدة,328.8,17,1764.6000000000001
2023-09-18,عقال مقصب,ملابس,الرياض,288.18,41,20230.34
2023-09-22,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,396.42,28,25467.68
2023-09-15,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,خميس مشيط,328.35,88,31118.82
2023-09-16,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,جدة,435.47,70,16585.559999999998
2023-09-21,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,299.86,43,3067.4
2023-09-17,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,الرياض,107.23,33,16106.47
2023-09-22,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,خميس مشيط,209.68,12,13419.0
2023-09-19,بشت اليوم الوطني مزخرف,ملابس,جدة,464.31,84,37962.0
2023-09-18,مجموعة 12 كرت حامل,هدايا,الدمام,264.72,9,30592.35
2023-09-17,بروش سيفين ونخلة - ( معدن ),هدايا,جدة,58.79,71,5145.56
2023-09-15,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,خميس مشيط,326.56,48,11697.7
2023-09-15,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,الرياض,420.52,88,8967.0
2023-09-18,دقلة اليوم الوطني (اسود),ملابس,الدمام,272.18,79,14216.800000000001
2023-09-15,مجموعة 6 بوكسات,هدايا,جدة,334.69,34,14311.079999999998
2023-09-19,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,الدمام,68.98,95,25044.440000000002
2023-09-16,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,جدة,114.28,18,14781.240000000002
2023-09-22,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,خميس مشيط,101.22,46,12526.32
2023-09-15,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الرياض,309.31,66,6195.070000000001
2023-09-15,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الدمام,248.09,70,38218.0
2023-09-16,شال اليوم الوطني (هيا لنا دار),ملابس,الرياض,182.01,87,20572.8
2023-09-22,شال اليوم الوطني (هيا لنا دار),ملابس,خميس مشيط,79.52,31,3741.9199999999996
2023-09-19,بشت اليوم الوطني مزخرف,ملابس,جدة,288.92,90,5105.8
2023-09-17,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الدمام,487.74,25,3173.72
2023-09-16,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,جدة,482.75,76,12070.5
2023-09-20,شال نسائي اليوم الوطني,ملابس,الرياض,403.45,31,15527.699999999999
2023-09-15,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,خميس مشيط,304.57,92,5800.5
2023-09-17,دقلة اليوم الوطني,ملابس,جدة,204.99,65,24698.960000000003
2023-09-22,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,جدة,309.93,7,11286.0
2023-09-21,بشت اليوم الوطني مزخرف,ملابس,خميس مشيط,57.45,69,23711.5
2023-09-21,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الرياض,224.26,11,13413.6
2023-09-16,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,جدة,263.38,51,16952.760000000002
2023-09-20,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,جدة,218.16,70,11439.51
2023-09-20,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الدمام,275.95,85,20436.420000000002
2023-09-17,سديري الهوية الوطنية,ملابس,الدمام,232.54,64,7873.47
2023-09-21,بربتوز ولادي اليوم الوطني 93,ملابس,جدة,404.66,29,40522.240000000005
2023-09-20,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,جدة,390.11,49,26524.29
2023-09-22,بشت اليوم الوطني,ملابس,الدمام,355.74,4,22826.159999999996
2023-09-17,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,جدة,191.42,23,35051.76
2023-09-22,دقلة اليوم الوطني,ملابس,خميس مشيط,188.88,33,21955.86
2023-09-19,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,جدة,300.26,9,649.24
2023-09-19,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الدمام,463.65,66,17824.34
2023-09-16,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,جدة,428.04,34,26685.350000000002
2023-09-22,شال نسائي اليوم الوطني,ملابس,الرياض,499.46,8,31209.63
2023-09-22,بروش علم السعودية - ( معدن ),هدايا,جدة,303.54,67,7292.339999999999
2023-09-18,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,56.87,9,17080.920000000002
2023-09-21,بروش علم السعودية - ( معدن ),هدايا,خميس مشيط,460.06,96,4021.56
2023-09-19,فستان اليوم الوطني السعودي 93,ملابس,الرياض,427.17,86,15651.2
2023-09-19,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,خميس مشيط,495.59,71,24524.760000000002
2023-09-20,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,الرياض,159.88,57,10577.68
2023-09-19,جاكيت اطفال اليوم الوطني,ملابس,خميس مشيط,131.26,26,27067.32
2023-09-15,دقلة اليوم الوطني (اسود),ملابس,جدة,195.06,56,12268.3
2023-09-15,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,الرياض,112.13,16,16736.3
2023-09-22,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الدمام,120.32,43,3141.44
2023-09-18,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,الرياض,54.95,7,22581.719999999998
2023-09-17,بشت اليوم الوطني,ملابس,الرياض,478.98,93,27370.2
2023-09-18,سديري اليوم الوطني بالاسم,ملابس,الدمام,381.15,6,27909.579999999998
2023-09-22,شال اليوم الوطني (هيا لنا دار),ملابس,الدمام,476.43,48,39208.05
2023-09-22,تيشرت نحلم ونحقق,ملابس,الدمام,346.55,7,28753.23
2023-09-18,دقلة اليوم الوطني (اسود),ملابس,خميس مشيط,426.56,68,8118.0
2023-09-19,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,الرياض,176.45,26,701.96
2023-09-21,بروش سيفين ونخلة - ( معدن ),هدايا,خميس مشيط,486.05,18,13018.599999999999
2023-09-20,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الرياض,344.54,19,2181.1299999999997
2023-09-22,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,خميس مشيط,187.61,31,7764.0
2023-09-16,تيشرت نحلم ونحقق,ملابس,الدمام,304.73,85,10069.15
2023-09-16,بشت اليوم الوطني السعودي 93,ملابس,الدمام,412.01,74,4801.48
2023-09-19,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,خميس مشيط,399.08,47,6043.6
2023-09-21,شال اليوم الوطني (نحلم ونحقق),ملابس,الرياض,272.02,40,45313.45
2023-09-21,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,جدة,108.69,85,25478.510000000002
2023-09-19,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,352.33,36,8456.25
2023-09-16,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الدمام,222.51,93,16526.16
2023-09-21,بشت اليوم الوطني,ملابس,الدمام,391.22,13,13457.31
2023-09-21,عقال مقصب,ملابس,خميس مشيط,107.47,37,11575.16
2023-09-22,سديري ولادي اليوم الوطني 93,ملابس,الدمام,93.16,27,12762.6
2023-09-16,بشت اليوم الوطني مع اضافه الاسم,ملابس,الدمام,120.77,94,39681.54
2023-09-17,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,جدة,476.54,79,4226.04
2023-09-22,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,الرياض,254.64,34,16132.37
2023-09-17,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,جدة,276.18,100,2317.05
2023-09-22,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,الدمام,149.05,99,6567.75
2023-09-17,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,خميس مشيط,369.32,42,27474.72
2023-09-18,مجموعة 6 بوكسات,هدايا,الدمام,52.6,85,4586.88
2023-09-18,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,الرياض,394.42,74,13879.32
2023-09-21,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,خميس مشيط,98.26,68,189.12
2023-09-17,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,112.8,9,27945.46
2023-09-15,بروش سيفين ونخلة - ( معدن ),هدايا,الدمام,56.83,65,1391.04
2023-09-19,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,خميس مشيط,202.9,79,32183.04
2023-09-19,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,جدة,474.95,49,22435.32
2023-09-22,بربتوز ولادي اليوم الوطني 93,ملابس,الرياض,440.35,64,25439.940000000002
2023-09-19,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الدمام,148.06,95,588.0
2023-09-19,دقلة اليوم الوطني,ملابس,جدة,223.89,2,7391.0
2023-09-21,شال نسائي اليوم الوطني,ملابس,خميس مشيط,82.56,63,7437.25
2023-09-17,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,161.74,57,6107.249999999999
2023-09-17,دقلة اليوم الوطني (اسود),ملابس,الرياض,59.55,51,6432.139999999999
2023-09-17,بروش علم السعودية - ( معدن ),هدايا,جدة,69.82,49,7523.28
2023-09-19,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,الرياض,332.06,13,46587.42
2023-09-22,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الرياض,244.92,41,8493.54
2023-09-18,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,جدة,351.23,49,6911.799999999999
2023-09-17,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الرياض,70.08,10,5173.51
2023-09-15,بشت اليوم الوطني,ملابس,خميس مشيط,162.37,91,11707.199999999999
2023-09-22,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,جدة,295.82,14,2831.64
2023-09-21,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الرياض,431.79,30,12360.060000000001
2023-09-18,دقلة اليوم الوطني (اسود),ملابس,جدة,289.96,65,7157.5
2023-09-17,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,جدة,306.02,51,29126.5
2023-09-20,بشت اليوم الوطني,ملابس,خميس مشيط,249.35,10,6844.32
2023-09-17,بشت اليوم الوطني,ملابس,خميس مشيط,189.19,56,9341.1
2023-09-15,بروش سيفين ونخلة - ( معدن ),هدايا,الرياض,222.49,59,491.6
2023-09-18,شال نسائي اليوم الوطني,ملابس,جدة,215.8,97,245.45999999999998
2023-09-17,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,الدمام,265.56,58,3041.36
2023-09-18,شال نسائي اليوم الوطني,ملابس,خميس مشيط,350.85,67,21541.05
2023-09-21,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الدمام,281.45,6,12085.84
2023-09-20,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,خميس مشيط,363.33,6,253.1
2023-09-15,فستان اليوم الوطني السعودي 93,ملابس,خميس مشيط,450.72,66,12251.58
2023-09-15,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,148.63,48,8588.64
2023-09-17,شال نسائي اليوم الوطني,ملابس,جدة,420.56,9,9154.92
2023-09-21,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,جدة,171.94,55,12866.400000000001
2023-09-21,جاكيت اطفال اليوم الوطني,ملابس,خميس مشيط,205.3,60,11946.6
2023-09-16,بشت اليوم الوطني مع اضافه الاسم,ملابس,خميس مشيط,421.16,66,22228.02
2023-09-21,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,487.35,63,731.68
2023-09-22,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الرياض,224.18,83,32403.359999999997
